RecordId,Predicted_Probability
300145,9.087654e-05
300146,0.020711131
300147,0.0011542619
300148,9.087654e-05
300149,0.0019679684
300150,0.0003113054
300151,0.0011542619
300152,9.087654e-05
300153,0.00027950923
300154,0.00025820994
300155,0.005571145
300156,0.10445018
300157,0.000112089816
300158,9.087654e-05
300159,9.087654e-05
300160,9.087654e-05
300161,9.087654e-05
300162,9.087654e-05
300163,0.0006222795
300164,9.087654e-05
300165,9.3024144e-05
300166,9.087654e-05
300167,9.3024144e-05
300168,9.087654e-05
300169,9.087654e-05
300170,0.006689618
300171,0.0010964867
300172,0.0019008315
300173,9.3024144e-05
300174,0.00063666765
300175,0.0006788665
300176,9.087654e-05
300177,9.087654e-05
300178,9.3024144e-05
300179,9.3024144e-05
300180,0.000112089816
300181,0.00030309937
300182,9.3024144e-05
300183,0.00026020108
300184,9.087654e-05
300185,0.006370971
300186,0.00023426177
300187,0.018332295
300188,9.087654e-05
300189,0.0039176545
300190,9.3024144e-05
300191,9.3024144e-05
300192,9.087654e-05
300193,0.00012910101
300194,0.00014595802
300195,9.087654e-05
300196,0.0007600906
300197,0.000112089816
300198,0.007271381
300199,9.087654e-05
300200,9.087654e-05
300201,9.087654e-05
300202,0.000112089816
300203,0.0022908836
300204,0.020241797
300205,0.002460617
300206,9.087654e-05
300207,9.087654e-05
300208,9.087654e-05
300209,9.087654e-05
300210,0.000112089816
300211,9.087654e-05
300212,0.00014595802
300213,9.087654e-05
300214,9.087654e-05
300215,0.00039647578
300216,9.087654e-05
300217,0.00377513
300218,9.087654e-05
300219,0.009430801
300220,0.000289469
300221,9.087654e-05
300222,0.000112089816
300223,9.087654e-05
300224,0.00079163525
300225,0.0014471089
300226,0.000112089816
300227,0.0040462916
300228,9.3024144e-05
300229,9.087654e-05
300230,0.002460617
300231,0.0003762184
300232,9.087654e-05
300233,9.087654e-05
300234,9.087654e-05
300235,0.00015939768
300236,0.0059367847
300237,0.0043963273
300238,9.3024144e-05
300239,9.087654e-05
300240,9.087654e-05
300241,0.0002977188
300242,0.00091857865
300243,0.00026697913
300244,9.087654e-05
300245,0.017658833
300246,0.00056606956
300247,9.087654e-05
300248,9.087654e-05
300249,9.087654e-05
300250,0.00014595802
300251,9.087654e-05
300252,0.0066405903
300253,0.0023285134
300254,0.0006530104
300255,0.000112089816
300256,0.0010421794
300257,9.3024144e-05
300258,9.3024144e-05
300259,0.00048968906
300260,9.087654e-05
300261,0.000112089816
300262,9.087654e-05
300263,0.00076030975
300264,9.087654e-05
300265,9.087654e-05
300266,9.087654e-05
300267,0.005018335
300268,0.02375545
300269,0.0067393985
300270,9.087654e-05
300271,9.3024144e-05
300272,0.000112089816
300273,9.087654e-05
300274,0.0005271379
300275,9.087654e-05
300276,0.00025557232
300277,0.0008342953
300278,0.000112089816
300279,0.001025713
300280,0.000112089816
300281,0.000112089816
300282,0.00097383367
300283,9.087654e-05
300284,0.0003762184
300285,9.087654e-05
300286,9.3024144e-05
300287,9.087654e-05
300288,0.00014595802
300289,0.00073875306
300290,0.0012444989
300291,9.087654e-05
300292,9.087654e-05
300293,0.020126648
300294,9.3024144e-05
300295,9.087654e-05
300296,0.0017153346
300297,0.000112089816
300298,0.00033774285
300299,9.087654e-05
300300,0.020668056
300301,0.00025557232
300302,9.3024144e-05
300303,0.003430724
300304,0.000112089816
300305,0.013042814
300306,9.087654e-05
300307,0.0016253561
300308,0.01843737
300309,9.087654e-05
300310,9.087654e-05
300311,9.087654e-05
300312,9.087654e-05
300313,0.003430724
300314,0.000112089816
300315,0.017061176
300316,9.087654e-05
300317,0.0028826813
300318,0.0036330028
300319,0.0024880997
300320,9.3024144e-05
300321,9.087654e-05
300322,0.003500357
300323,0.0014469381
300324,0.000112089816
300325,0.0013342242
300326,9.3024144e-05
300327,9.087654e-05
300328,0.000112089816
300329,9.087654e-05
300330,9.087654e-05
300331,0.015321728
300332,9.3024144e-05
300333,9.087654e-05
300334,9.087654e-05
300335,0.01843737
300336,9.3024144e-05
300337,0.0049964017
300338,9.087654e-05
300339,9.087654e-05
300340,0.000112089816
300341,0.0008034464
300342,0.01395634
300343,0.0030441931
300344,9.087654e-05
300345,9.087654e-05
300346,9.087654e-05
300347,0.00014595802
300348,9.087654e-05
300349,0.000112089816
300350,0.000112089816
300351,9.3024144e-05
300352,0.00024730078
300353,9.087654e-05
300354,0.0058385627
300355,0.0075991848
300356,0.001769186
300357,0.014372571
300358,0.0055252546
300359,9.087654e-05
300360,0.005193562
300361,0.0022733395
300362,0.000112089816
300363,9.087654e-05
300364,9.087654e-05
300365,0.004256339
300366,9.3024144e-05
300367,9.087654e-05
300368,0.00052161864
300369,9.3024144e-05
300370,0.0010477473
300371,9.087654e-05
300372,9.087654e-05
300373,0.0002828454
300374,9.087654e-05
300375,0.0002977188
300376,9.087654e-05
300377,0.00092755817
300378,9.087654e-05
300379,9.3024144e-05
300380,9.087654e-05
300381,0.002460617
300382,0.00883515
300383,9.087654e-05
300384,0.00014595802
300385,9.3024144e-05
300386,9.087654e-05
300387,0.0035908993
300388,0.0011097604
300389,0.0071890526
300390,0.010489537
300391,0.0006450001
300392,0.00045173868
300393,9.087654e-05
300394,0.00051786966
300395,0.00027208042
300396,0.00025557232
300397,0.0167403
300398,0.00085168896
300399,0.00046414754
300400,9.087654e-05
300401,9.087654e-05
300402,0.00022612177
300403,0.0002497242
300404,0.0108513655
300405,9.087654e-05
300406,0.00062825956
300407,9.087654e-05
300408,0.006708987
300409,0.006011594
300410,0.01395634
300411,9.087654e-05
300412,9.3024144e-05
300413,0.00073875306
300414,9.087654e-05
300415,0.005215398
300416,9.087654e-05
300417,9.087654e-05
300418,0.0019191909
300419,9.087654e-05
300420,0.00014595802
300421,9.087654e-05
300422,9.087654e-05
300423,0.000112089816
300424,9.087654e-05
300425,9.087654e-05
300426,0.035493057
300427,0.000507444
300428,0.0005512665
300429,0.000112089816
300430,0.00025558402
300431,0.0008422566
300432,9.087654e-05
300433,9.087654e-05
300434,9.087654e-05
300435,0.00014595802
300436,9.087654e-05
300437,9.087654e-05
300438,0.0012146583
300439,0.00012879804
300440,9.087654e-05
300441,0.003006882
300442,9.087654e-05
300443,9.087654e-05
300444,9.3024144e-05
300445,9.087654e-05
300446,9.3024144e-05
300447,9.087654e-05
300448,9.3024144e-05
300449,0.017109968
300450,0.00014595802
300451,0.00046414754
300452,0.000112089816
300453,0.00033774285
300454,9.3024144e-05
300455,0.010489537
300456,0.00015939768
300457,9.087654e-05
300458,9.087654e-05
300459,9.087654e-05
300460,9.087654e-05
300461,0.003504704
300462,0.0001599412
300463,9.3024144e-05
300464,0.00014595802
300465,0.00014595802
300466,0.0014471089
300467,9.087654e-05
300468,9.087654e-05
300469,0.0024957268
300470,0.00014597696
300471,0.000112089816
300472,9.087654e-05
300473,9.087654e-05
300474,0.00027950923
300475,9.087654e-05
300476,0.0008218674
300477,0.0002828454
300478,9.087654e-05
300479,0.00014595802
300480,0.00026697913
300481,9.3024144e-05
300482,0.0006450001
300483,0.00014595802
300484,9.3024144e-05
300485,9.087654e-05
300486,9.087654e-05
300487,9.3024144e-05
300488,9.087654e-05
300489,0.000112089816
300490,0.0074517014
300491,0.000112089816
300492,0.0007681154
300493,9.087654e-05
300494,9.087654e-05
300495,0.000112089816
300496,0.011465326
300497,9.3024144e-05
300498,9.087654e-05
300499,0.000556491
300500,9.087654e-05
300501,9.087654e-05
300502,9.087654e-05
300503,0.007962492
300504,0.0006450001
300505,0.0046519097
300506,9.087654e-05
300507,0.009430801
300508,9.087654e-05
300509,9.087654e-05
300510,0.00022612177
300511,0.0014860146
300512,9.087654e-05
300513,9.087654e-05
300514,0.00014595802
300515,9.087654e-05
300516,0.0118491165
300517,9.087654e-05
300518,0.000112089816
300519,9.3024144e-05
300520,9.087654e-05
300521,0.0137553755
300522,0.0017058239
300523,9.087654e-05
300524,9.087654e-05
300525,0.00014595802
300526,9.087654e-05
300527,0.0011895485
300528,9.3024144e-05
300529,0.0022296824
300530,9.3024144e-05
300531,9.087654e-05
300532,0.00014595802
300533,0.0037134488
300534,0.018332295
300535,0.00037712886
300536,0.00046414754
300537,0.002897796
300538,9.087654e-05
300539,9.087654e-05
300540,9.087654e-05
300541,0.00079163525
300542,9.087654e-05
300543,0.00025557232
300544,0.000112089816
300545,0.0019475326
300546,9.087654e-05
300547,0.000112089816
300548,0.0002840298
300549,0.00014595802
300550,0.011784587
300551,9.087654e-05
300552,0.0010324932
300553,0.006689618
300554,0.00073875306
300555,9.3024144e-05
300556,9.087654e-05
300557,0.011167731
300558,0.006821738
300559,9.087654e-05
300560,9.3024144e-05
300561,0.001115639
300562,9.087654e-05
300563,0.000112089816
300564,0.00012910101
300565,0.0052546747
300566,0.011627606
300567,9.087654e-05
300568,9.087654e-05
300569,0.00022612177
300570,9.3024144e-05
300571,0.0021299254
300572,9.3024144e-05
300573,0.000112089816
300574,0.0002840298
300575,9.3024144e-05
300576,0.0027435564
300577,0.017701484
300578,0.00033774285
300579,0.000112089816
300580,0.00056789565
300581,0.0046519097
300582,0.00026931067
300583,9.087654e-05
300584,9.087654e-05
300585,9.3024144e-05
300586,9.3024144e-05
300587,9.3024144e-05
300588,0.020126648
300589,9.087654e-05
300590,0.000112089816
300591,9.087654e-05
300592,0.22386697
300593,9.3024144e-05
300594,0.00021921306
300595,0.0010983659
300596,0.000112089816
300597,0.0002497242
300598,0.0003762184
300599,0.001609011
300600,9.087654e-05
300601,9.3024144e-05
300602,9.3024144e-05
300603,0.0007750043
300604,0.00046414754
300605,0.003365093
300606,9.087654e-05
300607,9.3024144e-05
300608,9.087654e-05
300609,0.000112089816
300610,9.087654e-05
300611,0.015041378
300612,9.087654e-05
300613,0.001115639
300614,0.00063666765
300615,9.087654e-05
300616,9.087654e-05
300617,9.3024144e-05
300618,0.0029012468
300619,0.011336216
300620,0.00015939768
300621,0.000112089816
300622,9.087654e-05
300623,0.00023426177
300624,9.435989e-05
300625,0.00014595802
300626,9.087654e-05
300627,0.063063115
300628,0.0019347776
300629,9.087654e-05
300630,0.00021792724
300631,0.00014595802
300632,0.011999049
300633,0.0018904948
300634,0.000112089816
300635,9.3024144e-05
300636,0.00014647472
300637,0.0077756676
300638,9.3024144e-05
300639,0.010207011
300640,9.087654e-05
300641,9.087654e-05
300642,9.087654e-05
300643,9.3024144e-05
300644,9.3024144e-05
300645,0.0002977188
300646,9.087654e-05
300647,9.087654e-05
300648,0.0003864311
300649,0.020126648
300650,9.087654e-05
300651,0.0039834827
300652,0.00015939768
300653,9.087654e-05
300654,9.3024144e-05
300655,9.087654e-05
300656,9.3024144e-05
300657,0.009003684
300658,9.087654e-05
300659,9.087654e-05
300660,0.00025557232
300661,0.000238617
300662,9.3024144e-05
300663,9.087654e-05
300664,0.000112089816
300665,9.087654e-05
300666,0.000112089816
300667,9.087654e-05
300668,0.00045173868
300669,9.087654e-05
300670,9.087654e-05
300671,9.087654e-05
300672,0.007519704
300673,0.000112089816
300674,0.00056789565
300675,0.005883436
300676,9.087654e-05
300677,9.3024144e-05
300678,9.3024144e-05
300679,0.00056606956
300680,0.0032034728
300681,0.00076181465
300682,9.087654e-05
300683,9.087654e-05
300684,9.3024144e-05
300685,0.0005271379
300686,0.0010963567
300687,0.0011690988
300688,9.087654e-05
300689,9.087654e-05
300690,0.011934575
300691,0.005883436
300692,0.0074691614
300693,9.3024144e-05
300694,0.0024957268
300695,9.087654e-05
300696,9.087654e-05
300697,9.3024144e-05
300698,0.010736986
300699,9.087654e-05
300700,0.0007750043
300701,9.3024144e-05
300702,9.087654e-05
300703,9.087654e-05
300704,0.0015544047
300705,9.087654e-05
300706,0.0010149137
300707,0.0036433272
300708,9.3024144e-05
300709,0.00014595802
300710,9.3024144e-05
300711,0.0016968811
300712,9.087654e-05
300713,9.087654e-05
300714,0.01141341
300715,0.00014595802
300716,0.00014595802
300717,9.3024144e-05
300718,0.0022242046
300719,0.0002977188
300720,9.087654e-05
300721,0.0006530104
300722,0.000112089816
300723,0.0002840298
300724,0.016455892
300725,0.0006590893
300726,9.3024144e-05
300727,0.009805538
300728,9.3024144e-05
300729,0.000112089816
300730,0.0046237255
300731,9.3024144e-05
300732,9.087654e-05
300733,0.016069742
300734,0.00077209517
300735,0.00033774285
300736,0.0011150823
300737,0.0001992631
300738,9.3024144e-05
300739,9.087654e-05
300740,9.087654e-05
300741,9.087654e-05
300742,0.0020378674
300743,0.000112089816
300744,9.087654e-05
300745,0.025764072
300746,9.087654e-05
300747,9.3024144e-05
300748,9.087654e-05
300749,9.087654e-05
300750,9.087654e-05
300751,0.00012910101
300752,9.087654e-05
300753,9.087654e-05
300754,0.0044023423
300755,9.087654e-05
300756,9.3024144e-05
300757,0.011541616
300758,9.087654e-05
300759,9.3024144e-05
300760,0.00017623356
300761,9.3024144e-05
300762,9.087654e-05
300763,0.0023285134
300764,0.0005271379
300765,0.0034018832
300766,0.00023426177
300767,9.087654e-05
300768,0.0006846583
300769,0.0001992631
300770,0.000112089816
300771,9.3024144e-05
300772,0.00027311352
300773,0.0011476945
300774,0.00022612177
300775,9.3024144e-05
300776,0.00012879804
300777,0.035453793
300778,9.087654e-05
300779,9.3024144e-05
300780,9.087654e-05
300781,0.0005541735
300782,0.00022612177
300783,0.0002977188
300784,0.018332295
300785,0.007962492
300786,9.087654e-05
300787,9.3024144e-05
300788,9.087654e-05
300789,9.3024144e-05
300790,0.10445018
300791,0.00022612177
300792,0.000112089816
300793,9.087654e-05
300794,0.000112089816
300795,0.00011823074
300796,9.087654e-05
300797,9.087654e-05
300798,9.3024144e-05
300799,0.063063115
300800,9.087654e-05
300801,9.3024144e-05
300802,9.087654e-05
300803,0.020668056
300804,9.087654e-05
300805,9.3024144e-05
300806,9.087654e-05
300807,0.00014595802
300808,0.00063666765
300809,0.000112089816
300810,9.087654e-05
300811,9.087654e-05
300812,9.087654e-05
300813,0.0006530104
300814,0.0002840298
300815,9.087654e-05
300816,9.3024144e-05
300817,0.0002497242
300818,9.087654e-05
300819,0.00014595802
300820,9.3024144e-05
300821,9.3024144e-05
300822,0.0012895149
300823,0.0006241514
300824,9.087654e-05
300825,0.00014595802
300826,9.087654e-05
300827,9.3024144e-05
300828,9.087654e-05
300829,0.000112089816
300830,9.087654e-05
300831,9.087654e-05
300832,9.087654e-05
300833,0.00069093116
300834,9.087654e-05
300835,0.00064574
300836,9.087654e-05
300837,9.087654e-05
300838,0.000112089816
300839,9.087654e-05
300840,9.435989e-05
300841,0.00018184986
300842,9.087654e-05
300843,0.0006450001
300844,0.00064574
300845,0.0049607125
300846,9.087654e-05
300847,9.3024144e-05
300848,0.011167731
300849,9.087654e-05
300850,0.00079669163
300851,9.3024144e-05
300852,9.087654e-05
300853,0.00053935417
300854,0.00014595802
300855,0.04346181
300856,0.000112089816
300857,9.087654e-05
300858,0.00033047015
300859,0.0041125454
300860,9.087654e-05
300861,0.0011097604
300862,0.000112089816
300863,9.087654e-05
300864,0.000112089816
300865,9.3024144e-05
300866,0.0003101971
300867,0.0002840298
300868,0.0025918754
300869,9.087654e-05
300870,0.000112089816
300871,0.00377513
300872,0.0036426054
300873,9.087654e-05
300874,9.087654e-05
300875,9.435989e-05
300876,9.3024144e-05
300877,0.033093043
300878,9.3024144e-05
300879,0.00073875306
300880,0.007871231
300881,9.3024144e-05
300882,9.087654e-05
300883,0.0008355814
300884,0.00014595802
300885,0.0006530104
300886,9.087654e-05
300887,0.0044843787
300888,0.0032354202
300889,9.087654e-05
300890,9.3024144e-05
300891,9.087654e-05
300892,9.087654e-05
300893,9.3024144e-05
300894,9.087654e-05
300895,0.00025557232
300896,0.0011097604
300897,9.087654e-05
300898,9.3024144e-05
300899,0.012365614
300900,9.087654e-05
300901,0.000112089816
300902,0.000112089816
300903,0.0005813878
300904,0.00768704
300905,0.0012023173
300906,0.019874314
300907,0.00014595802
300908,9.3024144e-05
300909,9.3024144e-05
300910,9.087654e-05
300911,9.3024144e-05
300912,9.087654e-05
300913,0.00014595802
300914,0.011541616
300915,0.0044831317
300916,0.00012879804
300917,0.00014595802
300918,9.3024144e-05
300919,9.3024144e-05
300920,0.00012910101
300921,0.000112089816
300922,0.018332295
300923,9.3024144e-05
300924,9.087654e-05
300925,0.0071428632
300926,9.087654e-05
300927,0.00014595802
300928,9.087654e-05
300929,9.087654e-05
300930,9.087654e-05
300931,9.087654e-05
300932,9.087654e-05
300933,0.009962365
300934,0.0012325118
300935,9.087654e-05
300936,9.087654e-05
300937,0.0005863701
300938,0.0013286802
300939,9.3024144e-05
300940,0.000112089816
300941,0.0007291259
300942,0.00046414754
300943,9.087654e-05
300944,0.011043288
300945,0.0017153346
300946,9.087654e-05
300947,9.3024144e-05
300948,9.087654e-05
300949,0.0002497242
300950,0.00027952148
300951,9.087654e-05
300952,0.004059787
300953,0.00014595802
300954,0.000112089816
300955,9.087654e-05
300956,9.087654e-05
300957,9.087654e-05
300958,9.087654e-05
300959,0.01364087
300960,9.087654e-05
300961,9.087654e-05
300962,0.0034461971
300963,0.0007750043
300964,0.000112089816
300965,9.3024144e-05
300966,9.087654e-05
300967,0.000112089816
300968,9.087654e-05
300969,9.3024144e-05
300970,0.000112089816
300971,9.087654e-05
300972,0.0005855126
300973,9.087654e-05
300974,0.0003864311
300975,9.087654e-05
300976,9.3024144e-05
300977,9.087654e-05
300978,9.087654e-05
300979,0.000112089816
300980,9.087654e-05
300981,9.3024144e-05
300982,0.0005813878
300983,0.000112089816
300984,9.087654e-05
300985,9.087654e-05
300986,9.087654e-05
300987,9.087654e-05
300988,0.00024090504
300989,9.087654e-05
300990,9.087654e-05
300991,0.022267818
300992,0.0034018832
300993,9.087654e-05
300994,9.087654e-05
300995,0.000112089816
300996,0.0006450001
300997,0.0031148233
300998,9.087654e-05
300999,9.087654e-05
301000,9.087654e-05
301001,0.00022612177
301002,0.00012910101
301003,9.3024144e-05
301004,0.0021473046
301005,9.087654e-05
301006,0.0006156963
301007,9.087654e-05
301008,9.087654e-05
301009,0.001609011
301010,0.00052433665
301011,0.000112089816
301012,9.087654e-05
301013,9.087654e-05
301014,0.0022908836
301015,0.00016235684
301016,0.001025713
301017,9.3024144e-05
301018,9.087654e-05
301019,9.087654e-05
301020,9.087654e-05
301021,9.3024144e-05
301022,9.087654e-05
301023,0.0022908836
301024,0.0035135613
301025,9.3024144e-05
301026,0.0012614208
301027,9.087654e-05
301028,0.04346181
301029,9.3024144e-05
301030,0.00062825956
301031,0.000112089816
301032,9.087654e-05
301033,0.0067393985
301034,0.020126648
301035,9.087654e-05
301036,9.087654e-05
301037,9.087654e-05
301038,9.087654e-05
301039,0.002110729
301040,0.0022733395
301041,9.087654e-05
301042,0.0031760007
301043,9.087654e-05
301044,9.3024144e-05
301045,0.000112089816
301046,0.0002977188
301047,9.087654e-05
301048,0.00056789565
301049,9.087654e-05
301050,0.00077209517
301051,9.087654e-05
301052,9.087654e-05
301053,0.0017614127
301054,9.087654e-05
301055,0.010210982
301056,0.00014595802
301057,9.435989e-05
301058,9.087654e-05
301059,9.087654e-05
301060,9.3024144e-05
301061,9.087654e-05
301062,0.00039647578
301063,0.0005271379
301064,9.3024144e-05
301065,0.0013133441
301066,0.00014595802
301067,9.087654e-05
301068,0.000112089816
301069,0.0067571425
301070,9.087654e-05
301071,0.00014595802
301072,0.000112089816
301073,9.087654e-05
301074,9.087654e-05
301075,0.000757646
301076,9.087654e-05
301077,0.009809544
301078,0.00012910101
301079,0.000112089816
301080,0.00044533724
301081,0.0031220661
301082,0.0016167447
301083,0.00014595802
301084,0.00022612177
301085,9.087654e-05
301086,0.00031638835
301087,9.087654e-05
301088,9.3024144e-05
301089,0.002222948
301090,0.00096968963
301091,0.0005813878
301092,9.087654e-05
301093,9.087654e-05
301094,9.3024144e-05
301095,0.00056789565
301096,9.087654e-05
301097,0.00075420836
301098,0.000112089816
301099,9.3024144e-05
301100,0.0003762184
301101,9.087654e-05
301102,0.0076472564
301103,0.000112089816
301104,0.010736986
301105,9.3024144e-05
301106,0.00060044654
301107,0.000112089816
301108,9.3024144e-05
301109,9.087654e-05
301110,9.3024144e-05
301111,0.0049528014
301112,0.000112089816
301113,9.087654e-05
301114,9.087654e-05
301115,9.087654e-05
301116,9.087654e-05
301117,9.087654e-05
301118,0.0046100495
301119,0.017532581
301120,9.3024144e-05
301121,0.00053935417
301122,9.087654e-05
301123,9.087654e-05
301124,0.00014595802
301125,0.010886624
301126,9.087654e-05
301127,0.0066039804
301128,0.009809544
301129,9.087654e-05
301130,9.087654e-05
301131,0.0015866064
301132,0.063063115
301133,0.00027670004
301134,9.3024144e-05
301135,0.00056789565
301136,9.087654e-05
301137,9.087654e-05
301138,9.3024144e-05
301139,9.3024144e-05
301140,0.000112089816
301141,0.00014595802
301142,0.00014595802
301143,0.00014595802
301144,9.087654e-05
301145,9.087654e-05
301146,9.087654e-05
301147,0.0003762184
301148,0.00062395126
301149,0.011227439
301150,9.3024144e-05
301151,0.019877713
301152,9.087654e-05
301153,0.0007046232
301154,0.0029010205
301155,9.087654e-05
301156,0.00014595802
301157,9.087654e-05
301158,0.00046414754
301159,9.087654e-05
301160,0.00483657
301161,9.087654e-05
301162,0.004612851
301163,0.00022612177
301164,9.087654e-05
301165,9.087654e-05
301166,0.0005813878
301167,0.000112089816
301168,9.087654e-05
301169,0.003634118
301170,9.3024144e-05
301171,0.0019191909
301172,9.3024144e-05
301173,0.000507444
301174,9.087654e-05
301175,0.00024730078
301176,9.087654e-05
301177,0.000112089816
301178,0.0014471089
301179,0.016455892
301180,9.087654e-05
301181,9.087654e-05
301182,0.0002497242
301183,9.087654e-05
301184,9.087654e-05
301185,9.3024144e-05
301186,9.087654e-05
301187,9.3024144e-05
301188,0.00014595802
301189,9.3024144e-05
301190,0.00015939768
301191,9.087654e-05
301192,0.000112089816
301193,0.017221821
301194,9.087654e-05
301195,9.087654e-05
301196,0.00027311352
301197,9.087654e-05
301198,9.3024144e-05
301199,0.00061863323
301200,9.3024144e-05
301201,0.00069342495
301202,0.00014595802
301203,0.00014595802
301204,0.0037316922
301205,9.087654e-05
301206,0.0009916839
301207,9.3024144e-05
301208,0.0006450001
301209,9.087654e-05
301210,9.087654e-05
301211,9.087654e-05
301212,0.011784587
301213,9.087654e-05
301214,9.087654e-05
301215,0.010974488
301216,9.3024144e-05
301217,0.0012546501
301218,0.0012726046
301219,9.087654e-05
301220,0.00025557232
301221,0.005851583
301222,9.3024144e-05
301223,9.087654e-05
301224,0.00012910101
301225,0.038257435
301226,9.087654e-05
301227,9.087654e-05
301228,0.000112089816
301229,0.063063115
301230,0.002110729
301231,9.087654e-05
301232,9.087654e-05
301233,0.000112089816
301234,9.087654e-05
301235,0.00084315555
301236,9.087654e-05
301237,9.087654e-05
301238,9.3024144e-05
301239,0.020241797
301240,9.087654e-05
301241,0.00012910101
301242,0.0044447384
301243,9.087654e-05
301244,9.087654e-05
301245,9.087654e-05
301246,0.002278488
301247,0.00012910101
301248,0.0022866335
301249,0.019179523
301250,9.3024144e-05
301251,0.0017210082
301252,0.0009916839
301253,0.00023537585
301254,0.00014595802
301255,0.011336216
301256,9.087654e-05
301257,9.3024144e-05
301258,9.3024144e-05
301259,9.087654e-05
301260,9.087654e-05
301261,9.087654e-05
301262,0.02246758
301263,9.3024144e-05
301264,9.087654e-05
301265,9.087654e-05
301266,0.03570326
301267,0.00061546394
301268,0.0017614127
301269,0.00012910101
301270,0.0010305351
301271,9.087654e-05
301272,9.3024144e-05
301273,0.021103313
301274,0.00014595802
301275,9.087654e-05
301276,9.3024144e-05
301277,0.000112089816
301278,9.087654e-05
301279,0.063063115
301280,0.0006450001
301281,0.00015939768
301282,0.0002497242
301283,0.0002977188
301284,9.087654e-05
301285,9.087654e-05
301286,9.087654e-05
301287,0.000112089816
301288,9.087654e-05
301289,0.0016856638
301290,9.435989e-05
301291,0.016864462
301292,9.087654e-05
301293,0.0037814858
301294,9.087654e-05
301295,0.00033774285
301296,0.0002977188
301297,9.087654e-05
301298,0.00014595802
301299,9.087654e-05
301300,0.00035078404
301301,9.3024144e-05
301302,0.00022612177
301303,9.3024144e-05
301304,0.00012879804
301305,0.0052108406
301306,0.007741254
301307,9.3024144e-05
301308,9.3024144e-05
301309,0.020020695
301310,0.0036551391
301311,9.087654e-05
301312,0.00056789565
301313,0.00044533724
301314,9.087654e-05
301315,0.000507444
301316,0.003319721
301317,0.000112089816
301318,9.3024144e-05
301319,9.3024144e-05
301320,9.087654e-05
301321,9.087654e-05
301322,9.3024144e-05
301323,0.0002977188
301324,9.087654e-05
301325,0.00014595802
301326,0.0057446742
301327,9.3024144e-05
301328,0.0026074676
301329,9.087654e-05
301330,9.087654e-05
301331,0.00014595802
301332,0.00044533724
301333,9.087654e-05
301334,9.087654e-05
